"bad_stop","confidence_1","stop_id_1","stop_name_1","confidence_2","stop_id_2","stop_name_2"
"fleet/fort york blvd","95","15500","Fort York Blvd at Fleet St","95","15502","Fleet St at Fort York Blvd"
"neilson & crow trail","95","1375","Neilson Rd at Crow Trail","86","9909","Finch Ave East at Neilson Rd West Side"
"bathurst and fisherville","86","13478","3174 Bathurst St","86","1585","Steeles Ave West at Bathurst St East Side"
"bathurst and finch","86","9910","Finch Ave East at Finchdene Sq West Side","86","9909","Finch Ave East at Neilson Rd West Side"
"university / adelaide","86","6632","Parliament St at Adelaide St East","86","6859","Queen St West at University Ave - Osgoode Station"
"finch","90","9910","Finch Ave East at Finchdene Sq West Side","90","9909","Finch Ave East at Neilson Rd West Side"
"york mills rd and pharmacy","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"bathurst & lawrence","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","204","Bathurst St at St Clair Ave West"
"royal york station","100","14751","Royal York Station","100","14751","Royal York Station"
"steeles and ferrier","86","1974","Don Mills Rd at Steeles Ave East","86","9719","Bathurst St at Steeles Ave West"
"castlefrank station","97","14641","Castle Frank Station","97","14641","Castle Frank Station"
"keele and 401","86","4003","Keele St at Keelegate Dr","86","11689","Keele St at St Clair Ave West"
"oakwood ave. and st. clair ave w.","88","5915","Oakwood Ave at St Clair Ave West","88","5915","Oakwood Ave at St Clair Ave West"
"packard blvd/ellesmere","95","7709","Ellesmere Rd at Packard Blvd","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"prince edward/faimar","86","6776","Prince Edward Dr South at Glenaden Ave East","86","2686","Guildwood Pkwy at Prince Philip Blvd"
"finch & brimley","86","2253","Eglinton Ave East at Brimley Rd West Side","86","9910","Finch Ave East at Finchdene Sq West Side"
"st clair and old weston rd.","87","11583","Old Weston Rd at St Clair Ave West","87","11583","Old Weston Rd at St Clair Ave West"
"ormont and weston","86","9383","Eglinton Ave West at Weston Rd","86","9383","Eglinton Ave West at Weston Rd"
"weston rd @ finch av.","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"lawrence and duplex","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","13898","Duplex Ave at Eglinton Ave West"
"magnificent and horner","86","9247","Thirtieth St at Horner Ave South Side","86","3728","Horner Ave at Tupper Ave West Side"
"mt dennis","86","5813","Mt Pleasant Rd at Eglinton Ave East North Side","86","1876","Davisville Ave at Mt Pleasant Rd"
"st.clair station","100","14778","St Clair Station","100","14778","St Clair Station"
"bayview and steeles","86","1974","Don Mills Rd at Steeles Ave East","86","2240","Eglinton Ave East at Bayview Ave East Side"
"finch av. and weston rd","86","3479","Disco Rd at Carlingview Dr East Side","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"mount dennis garage","100","14533","Mount Dennis Garage","86","4728","St Dennis Dr at Linkwood Lane"
"neil mcneil school","86","13467","St Basil The Great College School","86","1501","580 Rathburn Rd - Seneca School"
"royal york/bloor","86","9856","Dundas St West at Bloor St West","86","526","Bloor St West at Islington Ave West Side"
"michael powers school.","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital","86","5773","Mortimer Ave at Coxwell Ave West Side - Michael Garron Hospital"
"garage - markland and bloor","86","9901","Islington Ave at Bloor St West North Side","86","546","Bloor St West at Markland Dr (East) East Side"
"basl","68","7361","St Clair Ave West at Cobalt Ave","68","867","Crow Trail at Baldoon Rd"
"caledonia","90","11579","St Clair Ave West at Caledonia Rd East Side","90","11715","St Clair Ave West at Caledonia Rd"
"kennedy-passmore","86","662","Danforth Rd at Kennedy Rd","86","3539","Eglinton Ave East at Kennedy Station"
"east york cllegiate","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"lawrance rt station","86","3539","Eglinton Ave East at Kennedy Station","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"jane/york gate blvd.","95","4738","York Gate Blvd at Jane St","95","3945","Jane St at York Gate Blvd"
"jane/york gate","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"jane and driftwood to grandravine drive","86","9952","Bloor St West at Jane St","86","13709","Finch Ave West at Jane St"
"fenside dr.  and versend dr.","86","14061","Westwood Square Bus Terminal at Morning Star Dr","86","11249","Morningside Ave at John Stoner Dr South Side"
"concorde place","86","3794","Islington Ave at Fletcher Place","86","4470","Markham Rd at Orchid Place Dr"
"neilson and sheppard","86","9909","Finch Ave East at Neilson Rd West Side","86","7172","Sheppard Ave East at Commons Dr"
"rathburn and birchcroff","86","6010","Rathburn Rd at Kipling Ave West Side","86","1478","Rathburn Rd at Walkway to Alanmeade Cres"
"kipling and albion","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","4291","Kipling Ave at Bloor St West North Side"
"townsley loop","90","11582","Townsley Loop at Townsley St","86","13366","Exhibition Loop at Manitoba Dr"
"driftwood and finch","86","9910","Finch Ave East at Finchdene Sq West Side","86","9909","Finch Ave East at Neilson Rd West Side"
"dufferin and finch","86","9991","Dufferin St at Springhurst Ave","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"queen","90","11181","Eastern Ave at Queen St East South Side","90","11377","Leslie St at Queen St East South Side"
"mcnicoll av/hutchcroft av","91","12030","McNicoll Ave at Hutchcroft Ave","86","10833","Maybrook Dr at McNicoll Ave North Side"
"royal crest rd","86","662","Danforth Rd at Kennedy Rd","86","929","Davenport Rd at Bedford Rd"
"royal york and manitoba","86","12175","Royal York Rd at Eglinton Ave West South Side","86","9078","York Mills Rd at Lesmill Rd West Side"
"wynford - eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"finch ave at weston rd","95","8723","Weston Rd at Finch Ave West","95","2643","Finch Ave West at Weston Rd"
"bay and king","86","13624","King St West at Shaw St East Side","86","4187","King St West at Strachan Ave"
"winter garden and port union","86","9406","Front St West at Bay St East Side - Union Station","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side"
"queenspalte and hwy 27","86","11504","Highway 27 at Queen's Plate Dr - Woodbine Centre","86","11522","Steeles Ave West at Highway 27 East Side"
"castle frank stn","100","14641","Castle Frank Station","100","14641","Castle Frank Station"
"braodview stn","94","14635","Broadview Station","94","14635","Broadview Station"
"stc srt station","86","3539","Eglinton Ave East at Kennedy Station","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"kipling and clement","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","4291","Kipling Ave at Bloor St West North Side"
"col. sam smith loop","86","13366","Exhibition Loop at Manitoba Dr","86","7948","Earlscourt Loop at St Clair Ave West"
"donmills stn","97","14623","Don Mills Station","97","14623","Don Mills Station"
"queensway and noirth queen","86","11181","Eastern Ave at Queen St East South Side","86","1459","Queen's Park Cres East at St Joseph St North Side"
"steeles jane","86","1974","Don Mills Rd at Steeles Ave East","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"thorncliffe e and overlea","86","5753","Millwood Rd at Overlea Blvd North Side","86","8011","Overlea Blvd at Thorncliffe Park Dr (East)"
"thorncliffe e. and overlea","86","8011","Overlea Blvd at Thorncliffe Park Dr (East)","86","8364","Thorncliffe Park Dr East at Overlea Blvd"
"jane and wilson","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"bay and bloor","86","9856","Dundas St West at Bloor St West","86","526","Bloor St West at Islington Ave West Side"
"lawrence west station","100","12202","Lawrence West Station","100","12202","Lawrence West Station"
"grand river bl","90","7182","Sheppard Ave East at Grand River Blvd North Side","90","13889","Sheppard Ave East at Grand River Blvd South Side"
"lawrence and jane","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"jane & lawrence","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"ossington & davenport","95","5959","Ossington Ave at Davenport Rd","95","951","Davenport Rd at Ossington Ave"
"ossington and davenport","86","5213","Lansdowne Ave at Davenport Rd South Side","86","950","Davenport Rd at Ossington Ave East Side"
"carlton & yonge","86","9897","Eglinton Ave West at Yonge St","86","9898","Eglinton Ave West at Yonge St West Side"
"yonge & steeles","86","1974","Don Mills Rd at Steeles Ave East","86","9897","Eglinton Ave West at Yonge St"
"wilson & bathurst","95","223","Bathurst St at Wilson Ave","95","8840","Wilson Ave at Bathurst St"
"confederation and dufferin","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","11630","Dufferin Mall"
"finch and arrow (36d)","86","9910","Finch Ave East at Finchdene Sq West Side","86","9909","Finch Ave East at Neilson Rd West Side"
"woodbine stn.","100","14804","Woodbine Station","100","14804","Woodbine Station"
"martin grove and royalcrest","88","9258","Martin Grove Rd at Royalcrest Rd","88","9258","Martin Grove Rd at Royalcrest Rd"
"lawrence and mt. pleasant","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"littles and birell","86","10951","Littles Rd at Old Finch Ave","86","13329","Morningview Trail at Littles Rd"
"kpsn","68","7032","Royal York Rd at Thompson Ave","64","3966","Keele St at Canon Jackson Dr"
"bathurst and steeles","86","1974","Don Mills Rd at Steeles Ave East","86","204","Bathurst St at St Clair Ave West"
"islington station","100","16045","Islington Station","100","16045","Islington Station"
"carlingview & dixon","95","7578","Carlingview Dr at Dixon Rd","95","4976","Dixon Rd at Carlingview Dr"
"dufferin and tycos","86","9991","Dufferin St at Springhurst Ave","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"pine & lawrence","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"mcnicoll and victoria park","87","9179","McNicoll Ave at Victoria Park Ave","87","8479","Victoria Park Ave at McNicoll Ave"
"lansdowne and bloor","86","9856","Dundas St West at Bloor St West","86","526","Bloor St West at Islington Ave West Side"
"steeles and edgarwoods","86","9720","Birchmount Rd at Steeles Ave South Side","86","9807","McCowan Rd at Steeles Ave East North Side"
"steeles and waggoners well lane","86","8256","Steeles Ave East at Opposite Walkway to Whitman St","86","8291","350 Steeles Ave West"
"wilson yard","86","9154","Keele St at Wilson Ave North Side","86","14141","Wilson Ave at Keele St North Side"
"milvan and finch 36d","86","9910","Finch Ave East at Finchdene Sq West Side","86","9909","Finch Ave East at Neilson Rd West Side"
"kip stn","86","3539","Eglinton Ave East at Kennedy Station","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"mill loop","86","13366","Exhibition Loop at Manitoba Dr","86","12584","Exhibition Loop"
"york mills and lesle","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"york mills at leslie","95","9076","York Mills Rd at Leslie St","95","5492","Leslie St at York Mills Rd"
"york mills and lesile","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"steeles and leslie","86","1974","Don Mills Rd at Steeles Ave East","86","9719","Bathurst St at Steeles Ave West"
"lawrence greencrest","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"townsend/freshmedow to eglinton stn","90","14667","Eglinton Station","90","14667","Eglinton Station"
"dufferin and rogers","86","9991","Dufferin St at Springhurst Ave","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"st.clair stn","100","14778","St Clair Station","100","14778","St Clair Station"
"humber express","86","6532","Humber Loop at The Queensway","86","6532","Humber Loop at The Queensway"
"steeles and barmac","86","1974","Don Mills Rd at Steeles Ave East","86","9719","Bathurst St at Steeles Ave West"
"signal hill and steeles","86","9720","Birchmount Rd at Steeles Ave South Side","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"old mill stn","100","14742","Old Mill Station","100","14742","Old Mill Station"
"finch station to maybrook","90","14683","Finch Station","90","14683","Finch Station"
"consilium and progress","86","11364","Progress Ave at Markham Rd East Side","86","11370","Progress Ave at Brimley Rd West Side"
"eglinton w stn","95","14667","Eglinton Station","95","14667","Eglinton Station"
"islington ave and birmingham ave","87","3769","Islington Ave at Birmingham St North Side","87","3770","Islington Ave at Birmingham St"
"mcnicoll/kennedy","86","662","Danforth Rd at Kennedy Rd","86","3539","Eglinton Ave East at Kennedy Station"
"coxwell danforth ave","95","1786","Coxwell Ave at Danforth Ave","95","882","Danforth Ave at Coxwell Ave"
"wilson and jane","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"sarr","68","5755","Morning Star Dr at Catalpa Rd","68","5755","Morning Star Dr at Catalpa Rd"
"eglington and kipling n/b","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","4291","Kipling Ave at Bloor St West North Side"
