bad_name, good_name, confidence
sheppard station, Sheppard-Yonge Station, 50
lakeshore blvd w and islington ave, Lake Shore Blvd West at Islington Ave, 100
parliament and winchester, Parliament St at Winchester St, 100
keele and dundas, Keele St at Dundas St West, 100
keele and donald, Keele St at Donald Ave, 100
leslie eglinton, Leslie St at Eglinton Ave East, 100
leslie and york milss, Leslie St at York Mills Rd, 100
carpenter road on steeles ave. west, Steeles Ave West at Carpenter Rd, 100
dufferin and steeles, Dufferin St at Steeles Ave West, 100
steeles/dufferin, Steeles Ave West at Dufferin St, 90
eg w station, Eglinton Ave West at Renforth Dr East Side, 70
dovercourt and dupont, Davenport Rd at Dupont St, 70
dufferin and bentworth, Dufferin St at Bentworth Ave, 90
54-lawranace route, NONE, 30
wilson and weston, Wilson Ave at Weston Rd, 90
bathurst at finch, Bathurst St at Finch Ave West, 80
finch and weston., Finch Ave West at Weston Rd, 80
york mills station, Yonge St at York Mills Rd North Side - York Mills Station, 100
weston road, NONE, 30
st.basil the great coll, St Basil The Great College School, 90
eglinton and oakwood, Eglinton Ave West at Oakwood Ave, 90
valleywoods and yorkmills, Valley Woods Rd at York Mills Rd, 90
sjan, NONE, 0
dundas at royalavon, Dundas St West at Royalavon Cres, 90
ossington route, NONE, 0
entire symington route, NONE, 0
islington at lakeshore, Islington Ave at Lake Shore Blvd West, 100
guildwood & kingston, Kingston Rd at Guildwood Pkwy, 90
islington station, Islington Station, 100
yonge st at steeles, Steeles Ave West at Yonge St, 80
finch avenue, Finch Station, 70
queen & lansdowne, Queen St West at Lansdowne Ave, 90
yorkmills station, Yonge St at York Mills Rd North Side - York Mills Station, 80
weston road and bellevue, Weston Rd at Bellevue Cres, 90
bathurst at wilson, Bathurst St at Wilson Ave, 100
68 warden route, NONE, 40
finch ave at kipling ave`, Kipling Ave at Finch Ave West, 70
entire humber express route, NONE, 40
thornecliffe route, Thorncliffe Park Dr East at Overlea Blvd, 60
st.clair west station, St Clair Ave West at Avenue Rd, 95
pharmacy and finch, Finch Ave East at Pharmacy Ave, 90
43 kennedy route, 43 Kennedy Rd, 90
alness/magnetic, NONE, 50
parliament and dundas, Parliament St at Dundas St East, 90
kennedy station - lawrence, Kennedy Rd at Lawrence Ave East, 90
kennedy station - guildwood, NONE, 60
victoria park route, Victoria Park Ave, 90
marbury and roywood, Roywood Dr at Marbury Cres (East), 90
steeles and fenton rd, Steeles Ave East at Fenton Rd, 90
wellesley route, Wellesley Station, 90
finch station to Scarborough Town Center, Scarborough Town Centre, 90
jarvis and queen quay, Queens Quay Loop at Lower Spadina Ave, 70
rathburn/lloyd manor, Rathburn Rd at Lloyd Manor Rd, 90
wynford/eglinton, Eglinton Ave East at Wynford Dr West Side, 90
humber college blvd at humberline dr., Humber College Blvd at Humberline Dr, 90
sheppard/jane, Sheppard Ave West at Jane St, 80
davenport and bay, Davenport Rd at Bay St, 90
york mills and fenside, York Mills Rd at Fenside Dr, 90
lower jarvis at esplanade, The Esplanade at Lower Jarvis St East Side, 90
steeles ans martin grove loop, Steeles Ave West at Martin Grove Rd, 85
esplanade & lower jarvis, The Esplanade at Lower Jarvis St East Side, 95
ykms, NONE, NONE
don mills s of gateway, Don Mills Rd at Gateway Blvd (South) North Side, 80
bingham loop, Bingham Loop, 100
morningside ave. and stains rd., Morningside Ave at Staines Rd, 90
danforth / coxwell, Danforth Ave at Coxwell Ave, 90
allen rd and sheppard, Sheppard Ave West at William R Allen Rd West Side, 80
finch & duncanwoods, Finch Ave West at Duncanwoods Dr, 90
bay & harbour, Bay St at Harbour St South Side - Jack Layton Ferry Terminal, 90
yonge and yonge blvd, Yonge Blvd at Wilson Ave, 70
lawrence ave e and scarborough golf club road, Lawrence Ave East at Scarborough Golf Club Rd, 90
Scarborough Town Center station, Scarborough Centre Station, 95
steeles and signet, Steeles Ave West at Signet Dr, 80
medowvale loop, Meadowvale Rd at Sheppard Ave East, 50
pine / lawrence ave west, Pine St at Lawrence Ave West, 90
brown's line at lakeshore ramp, Browns Line at Lake Shore Blvd West North Side, 70
brian dr. van horne, Brian Ave at Van Horne Ave, 100
browns line at lakeshore ramp, Browns Line at Lake Shore Blvd West North Side, 70
browns line @ dover, NONE, NONE
Village Gate, Steeles Ave West at Village Gate, 85
donlands station, Donlands Station, 100
medowvale loop., Meadowvale Loop at Sheppard Ave East, 80
bloor & sherbourne, Bloor St East at Sherbourne St, 90
eglinton & spadina, Eglinton Ave West at Spadina Rd, 85
victoria park at mcnicoll, Victoria Park Ave at McNicoll Ave, 95
ashbridge bay loop, NONE, 60
bedford and davenport, Bedford Rd at Davenport Rd, 90
keele and murray ross, Keele St at Murray Ross Pkwy, 80
v.p bus bay/stop, NONE, 50
s/b mccowan before triton, McCowan Rd at Triton Rd, 90
steeles and markham, Markham Rd at Steeles Ave East, 80
morningside and military tr, Morningside Ave at Military Trail, 95
wilson and clayson, Wilson Ave at Clayson Rd, 95
yorkmills and leslie, York Mills Rd at Leslie St, 90
pine/ lawrence ave west, Pine St at Lawrence Ave West, 100
starview and wilson, NONE, NONE
cumberland and bay, Bay St at Cumberland St - Bay Station, 90
eglinton / renforth, Renforth Dr at Eglinton Ave West, 80
yonge and abitibi, NONE, NONE
steeles loop at mgrv, Steeles Ave West Loop at Martin Grove Rd, 80
edenbridge & scarlett, Scarlett Rd at Edenbridge Dr, 90
south yard arrow garage, Arrow Rd at Sheppard Ave West, 75
sentinel/murray ross, Sentinel Rd at Murray Ross Pkwy South Side, 90
cosburn route, Cosburn Ave at Coxwell Ave, 70
dixon and carlingview, Dixon Rd at Carlingview Dr, 95
sheppard ave at downsview station, Sheppard Ave West at Downsview Dells Park, 75
bayview and soudan, Bayview Ave at Soudan Ave, 95
ellesmere and parkington, Ellesmere Rd at Parkington Cres, 95
mcnichol and pharmacy, McNicoll Ave at Pharmacy Ave, 95
eglinton station to laird, Eglinton Ave East at Laird Dr, 80
peel, NONE, 0
mccowan and commander, McCowan Rd at Commander Blvd, 85
don mills station - rouge hill go, Don Mills Rd at The Donway East, 40
ellesmere @ markham, Ellesmere Rd at Markham Rd, 90
rouge hill go, Rouge Hill GO Station Loop, 100
finch and bathurst, Bathurst St at Finch Ave West, 80
yoci, NONE, 0
col sam loop, Colonel Samuel Smith Park Dr, 60
lakeshore blvd e / joseph duggan, NONE, 0
thorncliffe route, Thorncliffe Park Dr East at Overlea Blvd, 70
eglinton station  to leslie, Eglinton Ave East at Leslie St, 60
oakwood and st clair, Oakwood Ave at St Clair Ave West, 90
bay and college, Bay St at College St, 100
passmore and markham road, Markham Rd at Passmore Ave, 90
mt pleasant to hanna rd, Mt Pleasant Rd at Hanna Rd, 100
patricia and yonge, Bathurst St at Patricia Ave North Side, 50
toro and keele, Keele St at Toro Rd, 100
s/b neilson/sheppard., Sheppard Ave East at Neilson Rd, 70
avenue road to yonge st., NONE, 10
bayview and eglinton, Bayview Ave at Eglinton Ave East, 90
davisville to eglinton, Davisville Ave at Eglinton Ave West, 60
s/b neilson north of sheppard ave. east, Neilson Rd at Sheppard Ave East North Side, 80
barmac and nsteeles, Steeles Ave West at Barmac Dr, 60
^8 wareden route, Warden Ave at Steeles Ave East, 50
mccowan and steeles, McCowan Rd at Steeles Ave East, 90
highway 27 on steeles avenue west, Steeles Ave West at Highway 27, 80
st. clair and oakwood, St Clair Ave West at Oakwood Ave, 90
eglinton and warren, Eglinton Ave East at Warden Ave, 50
st clair, St Clair Ave East at Kennedy Rd, 70
sheppard @ mccowan, Sheppard Ave East at McCowan Rd, 95
castle frank, Castle Frank Station, 100
tapscott rd.and nashdene.,NONE,NONE
morningview trail and old finch, Morningview Trail at Old Finch Ave South Side, 95
tapscott and nashdene, Tapscott Rd at Nashdene Rd, 95
victoria park & linton ave,NONE,NONE
cherry st. and villiers st,NONE,NONE
midland & broadbent, Midland Ave at Broadbent Ave, 100
finch and tangiers, Finch Ave West at Tangiers Rd, 95
yonge @ newtoon brooke plaza,NONE,NONE
sheppard and jane, Sheppard Ave West at Jane St, 100
castlefrank station, Castle Frank Station, 100
eglinton and martin grove, Eglinton Ave West at Martin Grove Rd, 100
runnymede and annette, Runnymede Rd at Annette St, 100
dundas w station, Dundas West Station, 100
ellesmere and markham, Ellesmere Rd at Markham Rd, 100
dufferin and gerryfitgerald, Dufferin St at Gerry Fitzgerald Dr, 100
queensqauy, NONE, 0
finchdene, Finchdene Sq at Torham Pl, 80
bathurst/wilson ave, Bathurst St at Wilson Ave, 90
danforth ave & coxwell, Coxwell Ave at Danforth Ave, 90
signet and steeles ave west, Steeles Ave West at Signet Dr, 95
ossington stan, Ossington Station, 80
rivalda and sheppard ave west, Sheppard Ave West at Rivalda Rd, 90
avenue/balmoral, Avenue Rd at Balmoral Ave, 95
midland ave to william kitchen rd on progress, Progress Ave at Midland Ave, 60
eglinton ave. west and weston, Eglinton Ave West at Weston Rd, 95
rosedale station, Rosedale Station, 100
o'connor dr and pape ave, O'Connor Dr at Pape Ave, 95
bathurst/wilson, Bathurst St at Wilson Ave, 95
Queens Quay Loop at Lower Spadina Ave, NONE, 0
Islington Ave at Dundas St West, NONE, 0
Humber College Blvd at Humberline Dr, NONE, 0
Finch Ave East at Warden Ave, NONE, 0
Dupont St at Symington Ave, NONE, 0
Don Mills Rd at Gateway Blvd (South) North Side, NONE, 0
Steeles Ave East at Warden Ave, NONE, 0
Sheppard Ave East at Commons Dr, NONE, 0
The Queensway at Royal York Rd, NONE, 0
Yonge St at Steeles Ave East, NONE, 0
jane st at alliance ave, Jane St at Alliance Ave, 90
bathurst station to steeles, Bathurst St at Steeles Ave West, 70
ossington and hepbourne, Ossington Ave at Hepbourne St, 100
parliament & carlton, Parliament St at Carlton St, 100
jane stantion to steeles av w, Jane St at Steeles Ave West, 70
jane station to steeles av w, Jane St at Steeles Ave West, 70
keele and toro, Keele St at Toro Rd, 100
leslie hosptial, NONE, 20
sheppard @ water tower gate, Sheppard Ave East at Water Tower Gate, 90
dufferin and wilson, Dufferin St at Wilson Ave, 100
st.clair at christie, St Clair Ave West at Christie St, 95
dufferin and davenport, Dufferin St at Davenport Rd, 90
ossington and pendrith, Ossington Ave at Pendrith St, 95
tapscott & finch east, Tapscott Rd at Finch Ave East, 100
eglinton and eastmall, Eglinton Ave West at The East Mall, 90
hwy 427 and hwy 27, Highway 27 at Queen's Plate Dr - Woodbine Centre, 85
steeles loop @ mgrv, Steeles Ave West Loop at Martin Grove Rd, 90
finch and sentinel, Finch Ave West at Sentinel Rd, 100
drewry and cactus, Drewry Ave at Cactus Ave, 95
eglinton and bathurst, Eglinton Ave West at Bathurst St, 90
100 flemington route, Flemington Rd at Replin Rd, 70
the eastmall and bloor, The East Mall at Bloor St West, 85
driftwood and jane, Driftwood Ave at Jane St, 90
shaw and queen, Queen St West at Shaw St, 90
steeles and birchmount, Steeles Ave East at Birchmount Rd, 85
queens quay and yonge, Queens Quay East at Yonge St, 85
prices blvd, 3700 Bloor St West at Resurrection Rd, 40
steeles ave and yonge st, Yonge St at Steeles Ave East, 85
bathurst st and wilson ave, Bathurst St at Wilson Ave, 90
atlantic and king, King St West at Atlantic Ave, 90
royal york station, Royal York Station, 95
wilson and keele, Wilson Ave at Keele St, 85
albion/clairport, Albion Rd at Claireport Cres (East), 80
steeles loop and martingrove ave, Steeles Ave West Loop at Martin Grove Rd, 80
burnharmthrope on west mall, Burnhamthorpe Rd at The West Mall, 80
mill rd; loop, Mill Rd at Burnhamthorpe Loop, 70
longbranch, Long Branch Loop, 100
bathurst and village gate, Steeles Ave West at Village Gate, 75
founders and steels, Steeles Ave West at Founders Rd - York University, 85
sundas west station to runnymede loop, NONE, 0
larence & starspry, NONE, 0
w/b malvern and sheppard, NONE, 0
malvern gate, NONE, 0
kingston rd & guildwood, Guildwood Pkwy at Kingston Rd, 80
midland sheppard, Midland Ave at Sheppard Ave East, 90
victoria park and lawrence, Victoria Park Ave at Lawrence Ave East, 90
kennedy/forbes, Kennedy Rd at Forbes Rd, 90
kennedy/eglinton, Kennedy Rd at Eglinton Ave East, 90
danforth and august, Danforth Ave at August Ave, 90
kingston rd/lawrence, Lawrence Ave East at Kingston Rd, 80
Pape Ave at O'Connor Dr North Side, Pape Ave at O'Connor Dr, 80
Cosburn Ave at Woodbine Ave, Cosburn Ave at Woodbine Ave, 100
Steeles Ave East Loop, NONE, 50
Lawrence Ave East at Victoria Park Ave, Victoria Park Ave at Lawrence Ave East South Side, 75
Dufferin St at Lawrence Ave West North Side, Dufferin St at Lawrence Ave West North Side, 100
Oakwood Ave at Rogers Rd, Oakwood Ave at Rogers Rd, 100
Jane St at Steeles Ave West, Jane St at Steeles Ave West, 100
Kingston Rd at Guildwood Pkwy East Side, Guildwood Pkwy at Guild Park and Gardens, 60
Markham Rd at Steeles Ave East, Markham Rd at Steeles Ave East, 100
Davisville Ave at Le May Mews, NONE, 40
Morningside Ave at Ellesmere Rd, Morningside Ave at Ellesmere Rd, 100
Pharmacy Ave at Lawrence Ave East, Pharmacy Ave at Lawrence Ave East, 100
Lake Shore Blvd West at Royal York Rd, Lake Shore Blvd West at Royal York Rd, 100
Lake Shore Blvd West at Mimico Ave, Lake Shore Blvd West at Mimico Ave, 100
Kipling Ave at Evans Ave, Kipling Ave at Evans Ave, 100
Finch Ave East at Scottfield Dr, Finch Ave East at Scottfield Dr, 100
St Clair Ave West at Avenue Rd, St Clair Ave West at Avenue Rd East Side, 50
Weston Rd at Eglinton Ave West, Weston Rd at Eglinton Ave West South Side, 100
Weston Rd at Eglinton Ave West, Weston Rd at Eglinton Ave West South Side, 100
Birchmount Rd at Finch Ave East, Birchmount Rd at Finch Ave East, 100
McCowan Rd at Big Red Ave North Side, McCowan Rd at Big Red Ave North Side, 100
Bellamy Rd North at Ellesmere Rd, Bellamy Rd North at Ellesmere Rd, 50
Danforth Rd at St Clair Ave East, Danforth Rd at St Clair Ave East, 70
Highway 27 at Queen's Plate Dr - Woodbine Centre, Highway 27 at Queen's Plate Dr - Woodbine Centre, 80
Baldoon Rd at Crow Trail, Baldoon Rd at Crow Trail, 100
Davenport Rd at Christie St, Davenport Rd at Christie St, 70
Orton Park Rd at Ellesmere Rd, Orton Park Rd at Ellesmere Rd, 100
Lawrence Ave East at Barrymore Rd, Lawrence Ave East at Barrymore Rd, 100
Bay St at Queen St West, Bay St at Queen St West, 90
NONE, NONE, 0
bellamy and eglinton, Bellamy Rd North at Eglinton Ave East - Eglinton GO Station, 85
kingston/lawerence, Lawrence Ave East at Kingston Rd, 90
kingston and st. clair, Kingston Rd at St Clair Ave East, 90
major mackenzie and markham, Markham Rd at Major Mackenzie Dr East, 90
jane st. & driftwood ave., Driftwood Ave at Jane St, 90
wilson station, Wilson Station, 100
16 mccowan route, 16 The Donway East - Don Mills Collegiate, 70
lawrence rt station, Lawrence Station, 100
scarb. town centre, Scarborough Centre Station, 90
oakwood ave / eglinton ave west, Oakwood Ave at Eglinton Ave West, 90
NONE, NONE, NONE
garage / humber loop, NONE, 40
don mills sheppard, Sheppard Ave East at Don Mills Rd, 80
eglinton/markham, Eglinton Ave East at Markham Rd, 85
bomb bay loop, Bombay Loop at Avenue Rd, 100
sheppard and arrow, Sheppard Ave West at Arrow Rd, 90
rouge hill go station, Rouge Hill GO Station Loop, 100
caledonia and glencairn, Caledonia Rd at Glencairn Ave, 90
mt dennis garage, Mount Dennis Garage, 100
sifnet drive, Signet Dr at Finch Ave West, 60
royal york and bloor, Royal York Rd at Bloor St West, 90
rexleigh and st clair, St Clair Ave East at Rexleigh Dr, 90
lawrence and bayview, Lawrence Ave East at Bayview Ave - York University Glendon Campus, 90
claireport and albion, Albion Rd at Claireport Cres (East), 90
bathurst and antibies, Bathurst St at Antibes Dr, 90
oakdale @ eddystone, Oakdale Rd at Eddystone Ave, 100
mount  pleasant loop, NONE, NONE
royal york & queensway, The Queensway at Royal York Rd, 90
sheppard, Sheppard Ave East at Meadowvale Rd, 90
york mills and bayview, York Mills Rd at Bayview Ave, 100
sherbourne and bloor, Sherbourne St at Bloor St East, 90
st.clair weast station, St Clair Ave West at Tweedsmuir Ave, 80
dupont & bartlett, Dupont St at Bartlett Ave, 90
ellesmere rd and morningside rd, Ellesmere Rd at Morningside Ave, 95
lawrence kingston rd, Lawrence Ave East at Kingston Rd, 85
eglinton victoria park, Eglinton Ave East at Victoria Park Ave, 90
